"pos","lat","lon","alt","time","speed","bearing","acc","heartRate","cadence","temperature","strides","speed_sensor","custom_coords"
"546","46.766651","-121.790960","985","2023-11-24T09:44:04.398-0800","13.24","45","10.47","","","","","",""
"547","46.766985","-121.790760","988","2023-11-24T09:44:07.397-0800","13.32","7","10.23","","","","","",""
"548","46.767355","-121.790884","990","2023-11-24T09:44:10.398-0800","14.30","336","10.28","","","","","",""
"549","46.767596","-121.791078","990","2023-11-24T09:44:12.398-0800","15.23","332","10.37","","","","","",""
"550","46.767976","-121.791378","991","2023-11-24T09:44:15.397-0800","16.50","333","10.14","","","","","",""
"551","46.768381","-121.791683","993","2023-11-24T09:44:18.398-0800","17.31","332","9.97","","","","","",""
"552","46.768794","-121.791994","995","2023-11-24T09:44:21.397-0800","17.14","335","9.98","","","","","",""
"553","46.769083","-121.792149","996","2023-11-24T09:44:23.398-0800","17.20","348","9.98","","","","","",""
"554","46.769527","-121.792066","998","2023-11-24T09:44:26.397-0800","16.51","26","10.00","","","","","",""
"555","46.769758","-121.791806","1000","2023-11-24T09:44:28.397-0800","15.50","42","10.00","","","","","",""
"556","46.770073","-121.791420","1002","2023-11-24T09:44:31.397-0800","14.99","30","10.01","","","","","",""
"557","46.770454","-121.791247","1004","2023-11-24T09:44:34.396-0800","14.73","8","10.00","","","","","",""
"558","46.770722","-121.791182","1005","2023-11-24T09:44:36.397-0800","15.27","19","10.01","","","","","",""
"559","46.771063","-121.790828","1007","2023-11-24T09:44:39.395-0800","15.93","54","10.01","","","","","",""
"560","46.771172","-121.790431","1008","2023-11-24T09:44:41.396-0800","16.38","78","9.99","","","","","",""
"561","46.771190","-121.789997","1010","2023-11-24T09:44:43.397-0800","15.87","88","10.00","","","","","",""
"562","46.771188","-121.789372","1013","2023-11-24T09:44:46.396-0800","16.06","89","9.97","","","","","",""
"563","46.771174","-121.788944","1014","2023-11-24T09:44:48.397-0800","16.48","100","9.96","","","","","",""
"564","46.770980","-121.788351","1016","2023-11-24T09:44:51.397-0800","16.43","122","9.96","","","","","",""
"565","46.770778","-121.787802","1018","2023-11-24T09:44:54.395-0800","15.54","104","9.96","","","","","",""
"566","46.770775","-121.787408","1020","2023-11-24T09:44:56.395-0800","14.35","79","9.96","","","","","",""
"567","46.770883","-121.787060","1022","2023-11-24T09:44:58.396-0800","14.52","58","9.97","","","","","",""
"568","46.771051","-121.786748","1023","2023-11-24T09:45:00.396-0800","15.23","54","9.97","","","","","",""
"569","46.771215","-121.786430","1025","2023-11-24T09:45:02.397-0800","15.18","54","9.96","","","","","",""
"570","46.771396","-121.786133","1027","2023-11-24T09:45:04.397-0800","15.08","42","9.97","","","","","",""
"571","46.771771","-121.785860","1029","2023-11-24T09:45:07.395-0800","16.05","14","10.01","","","","","",""
"572","46.772065","-121.785780","1030","2023-11-24T09:45:09.395-0800","16.95","12","10.02","","","","","",""
"573","46.772374","-121.785689","1032","2023-11-24T09:45:11.395-0800","17.37","12","10.01","","","","","",""
"574","46.772671","-121.785595","1033","2023-11-24T09:45:13.397-0800","17.02","12","10.02","","","","","",""
"575","46.773106","-121.785386","1035","2023-11-24T09:45:16.396-0800","17.02","30","10.07","","","","","",""
"576","46.773316","-121.785091","1036","2023-11-24T09:45:18.396-0800","16.59","54","10.14","","","","","",""
"577","46.773448","-121.784690","1038","2023-11-24T09:45:20.397-0800","16.75","67","10.21","","","","","",""
"578","46.773555","-121.784272","1039","2023-11-24T09:45:22.397-0800","17.12","67","10.20","","","","","",""
"579","46.773672","-121.783853","1041","2023-11-24T09:45:24.397-0800","17.15","67","10.07","","","","","",""
"580","46.773790","-121.783440","1042","2023-11-24T09:45:26.397-0800","17.27","68","10.01","","","","","",""
"581","46.773885","-121.782777","1046","2023-11-24T09:45:29.395-0800","16.44","90","9.98","","","","","",""
"582","46.773887","-121.782368","1047","2023-11-24T09:45:31.396-0800","14.14","81","9.97","","","","","",""
"583","46.773975","-121.782081","1048","2023-11-24T09:45:33.396-0800","10.85","46","9.98","","","","","",""
"584","46.774150","-121.781973","1049","2023-11-24T09:45:35.397-0800","9.98","8","10.00","","","","","",""
"585","46.774337","-121.782038","1050","2023-11-24T09:45:37.397-0800","10.18","334","10.01","","","","","",""
"586","46.774477","-121.782237","1050","2023-11-24T09:45:39.397-0800","10.38","304","10.22","","","","","",""
"587","46.774531","-121.782519","1052","2023-11-24T09:45:41.397-0800","10.88","271","10.40","","","","","",""
"588","46.774411","-121.782968","1053","2023-11-24T09:45:44.396-0800","12.90","242","10.30","","","","","",""
"589","46.774286","-121.783288","1054","2023-11-24T09:45:46.397-0800","14.54","242","10.05","","","","","",""
"590","46.774157","-121.783646","1055","2023-11-24T09:45:48.397-0800","15.41","244","10.04","","","","","",""
"591","46.774050","-121.784011","1056","2023-11-24T09:45:50.397-0800","14.60","252","10.17","","","","","",""
"592","46.774052","-121.784354","1057","2023-11-24T09:45:52.397-0800","11.56","296","10.31","","","","","",""
"593","46.774208","-121.784534","1058","2023-11-24T09:45:54.397-0800","10.01","340","10.45","","","","","",""
"594","46.774489","-121.784454","1059","2023-11-24T09:45:57.397-0800","10.66","34","10.59","","","","","",""
"595","46.774622","-121.784213","1061","2023-11-24T09:45:59.397-0800","11.57","62","10.65","","","","","",""
"596","46.774779","-121.783774","1063","2023-11-24T09:46:02.396-0800","12.49","60","10.59","","","","","",""
"597","46.774914","-121.783510","1065","2023-11-24T09:46:04.396-0800","12.49","44","10.52","","","","","",""
"598","46.775095","-121.783302","1067","2023-11-24T09:46:06.396-0800","13.11","36","10.51","","","","","",""
"599","46.775307","-121.783111","1068","2023-11-24T09:46:08.397-0800","13.29","34","10.53","","","","","",""
"600","46.775503","-121.782872","1070","2023-11-24T09:46:10.397-0800","14.17","49","10.75","","","","","",""
"601","46.775704","-121.782348","1071","2023-11-24T09:46:13.397-0800","15.14","72","10.79","","","","","",""
"602","46.775712","-121.781756","1073","2023-11-24T09:46:16.396-0800","13.89","101","10.74","","","","","",""
"603","46.775706","-121.781422","1074","2023-11-24T09:46:18.396-0800","11.89","70","10.76","","","","","",""
"604","46.775850","-121.781200","1076","2023-11-24T09:46:20.397-0800","11.55","29","10.77","","","","","",""
"605","46.776170","-121.781218","1079","2023-11-24T09:46:23.397-0800","11.30","333","10.52","","","","","",""
"606","46.776326","-121.781454","1080","2023-11-24T09:46:25.397-0800","11.71","300","10.20","","","","","",""
"607","46.776411","-121.781757","1080","2023-11-24T09:46:27.397-0800","11.94","297","10.23","","","","","",""
"608","46.776640","-121.782118","1083","2023-11-24T09:46:30.397-0800","13.33","332","10.72","","","","","",""
"609","46.776887","-121.782227","1083","2023-11-24T09:46:32.397-0800","14.31","351","10.79","","","","","",""
"610","46.777269","-121.782263","1085","2023-11-24T09:46:35.397-0800","14.31","355","10.20","","","","","",""
"611","46.777520","-121.782305","1087","2023-11-24T09:46:37.397-0800","13.57","348","10.03","","","","","",""
"612","46.777857","-121.782538","1089","2023-11-24T09:46:40.397-0800","13.38","319","10.05","","","","","",""
"613","46.778050","-121.783020","1091","2023-11-24T09:46:43.397-0800","14.62","286","10.32","","","","","",""
"614","46.778066","-121.783633","1094","2023-11-24T09:46:46.397-0800","15.70","257","10.39","","","","","",""
"615","46.777932","-121.784259","1097","2023-11-24T09:46:49.395-0800","16.91","254","10.25","","","","","",""
"616","46.777847","-121.784698","1099","2023-11-24T09:46:51.396-0800","17.46","254","10.17","","","","","",""
"617","46.777749","-121.785131","1101","2023-11-24T09:46:53.397-0800","17.71","248","10.08","","","","","",""
"618","46.777555","-121.785775","1103","2023-11-24T09:46:56.396-0800","18.22","246","10.07","","","","","",""
"619","46.777425","-121.786212","1104","2023-11-24T09:46:58.396-0800","17.99","247","10.02","","","","","",""
"620","46.777308","-121.786640","1104","2023-11-24T09:47:00.397-0800","17.02","250","10.01","","","","","",""
"621","46.777222","-121.787049","1104","2023-11-24T09:47:02.397-0800","15.93","254","10.03","","","","","",""
"622","46.777064","-121.787585","1105","2023-11-24T09:47:05.396-0800","13.81","231","10.08","","","","","",""
"623","46.776892","-121.787807","1105","2023-11-24T09:47:07.396-0800","11.16","220","10.09","","","","","",""
"624","46.776774","-121.788009","1105","2023-11-24T09:47:09.396-0800","9.99","249","10.19","","","","","",""
"625","46.776878","-121.788303","1105","2023-11-24T09:47:12.396-0800","8.58","341","10.27","","","","","",""
"626","46.777107","-121.788116","1107","2023-11-24T09:47:15.396-0800","10.21","69","10.19","","","","","",""
"627","46.777156","-121.787819","1107","2023-11-24T09:47:17.397-0800","11.57","79","10.07","","","","","",""
"628","46.777258","-121.787325","1108","2023-11-24T09:47:20.397-0800","13.96","66","9.96","","","","","",""
"629","46.777375","-121.786977","1109","2023-11-24T09:47:22.397-0800","15.28","64","10.00","","","","","",""
"630","46.777583","-121.786407","1112","2023-11-24T09:47:25.397-0800","16.92","62","10.01","","","","","",""
"631","46.777732","-121.786009","1115","2023-11-24T09:47:27.397-0800","17.19","61","10.01","","","","","",""
"632","46.777958","-121.785406","1118","2023-11-24T09:47:30.395-0800","17.72","63","10.00","","","","","",""
"633","46.778103","-121.784984","1120","2023-11-24T09:47:32.396-0800","18.12","62","9.99","","","","","",""
"634","46.778332","-121.784350","1122","2023-11-24T09:47:35.396-0800","18.11","62","10.00","","","","","",""
"635","46.778554","-121.783727","1124","2023-11-24T09:47:38.396-0800","17.61","62","9.98","","","","","",""
"636","46.778696","-121.783326","1125","2023-11-24T09:47:40.397-0800","16.83","62","9.98","","","","","",""
"637","46.778831","-121.782944","1126","2023-11-24T09:47:42.397-0800","16.63","62","9.97","","","","","",""
"638","46.778978","-121.782565","1128","2023-11-24T09:47:44.397-0800","16.63","55","9.98","","","","","",""
"639","46.779292","-121.782089","1131","2023-11-24T09:47:47.397-0800","17.25","41","10.03","","","","","",""
"640","46.779530","-121.781788","1132","2023-11-24T09:47:49.397-0800","18.00","41","10.04","","","","","",""
"641","46.779848","-121.781269","1135","2023-11-24T09:47:52.395-0800","17.12","54","10.15","","","","","",""
"642","46.780019","-121.780900","1137","2023-11-24T09:47:54.397-0800","17.29","55","10.29","","","","","",""
"643","46.780289","-121.780357","1140","2023-11-24T09:47:57.397-0800","16.69","50","10.69","","","","","",""
"644","46.780588","-121.779902","1143","2023-11-24T09:48:00.396-0800","15.16","44","10.90","","","","","",""
"645","46.780756","-121.779661","1144","2023-11-24T09:48:02.397-0800","10.65","49","10.82","","","","","",""
"646","46.780861","-121.779336","1143","2023-11-24T09:48:05.396-0800","9.06","81","10.32","","","","","",""
"647","46.780778","-121.779020","1143","2023-11-24T09:48:08.397-0800","8.70","132","10.04","","","","","",""
"648","46.780549","-121.778812","1143","2023-11-24T09:48:11.396-0800","10.61","151","10.01","","","","","",""
"649","46.780369","-121.778663","1145","2023-11-24T09:48:13.396-0800","11.98","146","10.01","","","","","",""
"650","46.780188","-121.778450","1146","2023-11-24T09:48:15.396-0800","13.50","135","9.99","","","","","",""
"651","46.780023","-121.778160","1148","2023-11-24T09:48:17.396-0800","14.97","126","9.99","","","","","",""
"652","46.779873","-121.777804","1149","2023-11-24T09:48:19.397-0800","16.39","118","9.99","","","","","",""
"653","46.779692","-121.777189","1152","2023-11-24T09:48:22.396-0800","17.14","107","9.99","","","","","",""
"654","46.779622","-121.776743","1153","2023-11-24T09:48:24.396-0800","17.50","99","9.99","","","","","",""
"655","46.779582","-121.776279","1155","2023-11-24T09:48:26.396-0800","17.95","97","10.01","","","","","",""
"656","46.779540","-121.775810","1157","2023-11-24T09:48:28.396-0800","18.05","98","10.00","","","","","",""
"657","46.779506","-121.775342","1158","2023-11-24T09:48:30.396-0800","18.12","92","10.00","","","","","",""
"658","46.779517","-121.774860","1160","2023-11-24T09:48:32.396-0800","18.40","85","9.98","","","","","",""
"659","46.779563","-121.774375","1160","2023-11-24T09:48:34.397-0800","18.64","81","9.96","","","","","",""
"660","46.779656","-121.773644","1164","2023-11-24T09:48:37.395-0800","19.23","79","9.97","","","","","",""
"661","46.779727","-121.773140","1166","2023-11-24T09:48:39.397-0800","19.63","79","9.98","","","","","",""
"662","46.779798","-121.772633","1168","2023-11-24T09:48:41.397-0800","20.04","79","9.97","","","","","",""
"663","46.779933","-121.771853","1170","2023-11-24T09:48:44.397-0800","20.69","72","9.97","","","","","",""
"664","46.780062","-121.771341","1173","2023-11-24T09:48:46.397-0800","21.04","68","9.96","","","","","",""
"665","46.780218","-121.770831","1176","2023-11-24T09:48:48.397-0800","21.27","64","9.96","","","","","",""
"666","46.780493","-121.770085","1180","2023-11-24T09:48:51.396-0800","21.64","60","9.96","","","","","",""
"667","46.780695","-121.769600","1183","2023-11-24T09:48:53.397-0800","21.91","58","9.96","","","","","",""
"668","46.780906","-121.769109","1185","2023-11-24T09:48:55.397-0800","22.08","58","9.96","","","","","",""
"669","46.781223","-121.768369","1189","2023-11-24T09:48:58.396-0800","22.15","59","9.96","","","","","",""
"670","46.781527","-121.767625","1193","2023-11-24T09:49:01.395-0800","22.10","60","9.97","","","","","",""
"671","46.781714","-121.767117","1195","2023-11-24T09:49:03.396-0800","21.70","63","9.98","","","","","",""
"672","46.781881","-121.766611","1198","2023-11-24T09:49:05.397-0800","21.50","64","9.97","","","","","",""
"673","46.782129","-121.765844","1202","2023-11-24T09:49:08.396-0800","21.64","65","9.97","","","","","",""
"674","46.782292","-121.765334","1205","2023-11-24T09:49:10.396-0800","21.72","65","9.96","","","","","",""
"675","46.782453","-121.764824","1208","2023-11-24T09:49:12.396-0800","20.73","65","9.97","","","","","",""
"676","46.782598","-121.764342","1211","2023-11-24T09:49:14.396-0800","19.62","68","9.97","","","","","",""
"677","46.782685","-121.763858","1212","2023-11-24T09:49:16.396-0800","18.65","84","9.97","","","","","",""
"678","46.782659","-121.763401","1214","2023-11-24T09:49:18.397-0800","16.82","104","9.96","","","","","",""
"679","46.782520","-121.763029","1215","2023-11-24T09:49:20.397-0800","15.28","123","7.53","","","","","",""
"680","46.782243","-121.762650","1218","2023-11-24T09:49:23.396-0800","12.35","142","4.91","","","","","",""
"681","46.782021","-121.762400","1220","2023-11-24T09:49:26.396-0800","9.83","141","3.90","","","","","",""
"682","46.781810","-121.762157","1220","2023-11-24T09:49:29.395-0800","10.52","142","3.90","","","","","",""
"683","46.781656","-121.761982","1221","2023-11-24T09:49:31.397-0800","10.99","142","3.90","","","","","",""
"684","46.781502","-121.761805","1223","2023-11-24T09:49:33.397-0800","11.21","142","3.90","","","","","",""
"685","46.781244","-121.761561","1225","2023-11-24T09:49:36.397-0800","11.56","155","3.90","","","","","",""
"686","46.781042","-121.761478","1226","2023-11-24T09:49:38.397-0800","11.87","170","3.90","","","","","",""
"687","46.780825","-121.761481","1228","2023-11-24T09:49:40.397-0800","12.32","187","3.90","","","","","",""
"688","46.780501","-121.761654","1229","2023-11-24T09:49:43.395-0800","13.90","210","3.90","","","","","",""
"689","46.780284","-121.761873","1231","2023-11-24T09:49:45.396-0800","15.51","214","3.90","","","","","",""
"690","46.780039","-121.762125","1233","2023-11-24T09:49:47.396-0800","17.11","215","3.90","","","","","",""
"691","46.779779","-121.762396","1235","2023-11-24T09:49:49.397-0800","18.52","215","3.90","","","","","",""
"692","46.779493","-121.762693","1237","2023-11-24T09:49:51.397-0800","19.99","215","3.90","","","","","",""
"693","46.779038","-121.763168","1241","2023-11-24T09:49:54.397-0800","20.91","215","3.90","","","","","",""
"694","46.778736","-121.763496","1243","2023-11-24T09:49:56.397-0800","21.24","217","3.90","","","","","",""
"695","46.778311","-121.764065","1244","2023-11-24T09:49:59.397-0800","21.50","227","3.90","","","","","",""
"696","46.777930","-121.764714","1247","2023-11-24T09:50:02.397-0800","21.90","228","3.90","","","","","",""
"697","46.777518","-121.765323","1251","2023-11-24T09:50:05.396-0800","21.61","222","3.90","","","","","",""
"698","46.777092","-121.765878","1254","2023-11-24T09:50:08.397-0800","21.20","222","3.90","","","","","",""
"699","46.776671","-121.766470","1256","2023-11-24T09:50:11.397-0800","21.94","225","3.90","","","","","",""
"700","46.776400","-121.766883","1258","2023-11-24T09:50:13.397-0800","22.12","226","3.90","","","","","",""
"701","46.775984","-121.767503","1261","2023-11-24T09:50:16.397-0800","21.81","224","3.90","","","","","",""
"702","46.775553","-121.768070","1263","2023-11-24T09:50:19.395-0800","21.39","221","3.90","","","","","",""
"703","46.775265","-121.768436","1265","2023-11-24T09:50:21.396-0800","21.66","221","3.90","","","","","",""
"704","46.774984","-121.768823","1267","2023-11-24T09:50:23.396-0800","21.07","225","3.90","","","","","",""
"705","46.774724","-121.769217","1268","2023-11-24T09:50:25.396-0800","21.08","227","3.90","","","","","",""
"706","46.774476","-121.769643","1270","2023-11-24T09:50:27.397-0800","20.89","231","3.90","","","","","",""
"707","46.774261","-121.770081","1272","2023-11-24T09:50:29.397-0800","20.80","237","5.11","","","","","",""
"708","46.774074","-121.770555","1273","2023-11-24T09:50:31.397-0800","20.79","242","6.93","","","","","",""
"709","46.773846","-121.771298","1275","2023-11-24T09:50:34.395-0800","20.66","246","9.95","","","","","",""
"710","46.773701","-121.771798","1277","2023-11-24T09:50:36.397-0800","20.85","247","9.97","","","","","",""
"711","46.773473","-121.772552","1280","2023-11-24T09:50:39.397-0800","20.88","245","9.97","","","","","",""
"712","46.773224","-121.773272","1284","2023-11-24T09:50:42.396-0800","20.09","242","9.95","","","","","",""
"713","46.773053","-121.773730","1285","2023-11-24T09:50:44.396-0800","19.86","240","9.95","","","","","",""
"714","46.772875","-121.774169","1286","2023-11-24T09:50:46.396-0800","19.14","240","9.96","","","","","",""
"715","46.772730","-121.774608","1288","2023-11-24T09:50:48.397-0800","18.00","252","9.96","","","","","",""
"716","46.772609","-121.775254","1290","2023-11-24T09:50:51.396-0800","16.56","249","9.97","","","","","",""
"717","46.772475","-121.775631","1292","2023-11-24T09:50:53.397-0800","16.31","236","9.97","","","","","",""
"718","46.772212","-121.776132","1294","2023-11-24T09:50:56.396-0800","15.23","238","9.99","","","","","",""
"719","46.772072","-121.776442","1294","2023-11-24T09:50:58.396-0800","13.21","227","10.03","","","","","",""
"720","46.771886","-121.776623","1296","2023-11-24T09:51:00.397-0800","12.69","198","10.32","","","","","",""
"721","46.771642","-121.776628","1298","2023-11-24T09:51:02.397-0800","14.27","171","10.89","","","","","",""
"722","46.771234","-121.776466","1300","2023-11-24T09:51:05.397-0800","15.20","161","11.47","","","","","",""
"723","46.770848","-121.776175","1303","2023-11-24T09:51:08.396-0800","16.37","146","11.26","","","","","",""
"724","46.770613","-121.775906","1306","2023-11-24T09:51:10.397-0800","16.86","138","10.92","","","","","",""
"725","46.770414","-121.775561","1309","2023-11-24T09:51:12.397-0800","17.16","122","10.66","","","","","",""
"726","46.770169","-121.774960","1312","2023-11-24T09:51:15.397-0800","17.39","126","10.34","","","","","",""
"727","46.769878","-121.774423","1315","2023-11-24T09:51:18.396-0800","17.29","128","10.08","","","","","",""
"728","46.769690","-121.774064","1318","2023-11-24T09:51:20.396-0800","16.81","123","9.97","","","","","",""
"729","46.769568","-121.773663","1320","2023-11-24T09:51:22.397-0800","16.74","102","9.98","","","","","",""
"730","46.769578","-121.773216","1322","2023-11-24T09:51:24.397-0800","17.19","80","9.99","","","","","",""
"731","46.769701","-121.772549","1325","2023-11-24T09:51:27.396-0800","17.67","74","10.04","","","","","",""
"732","46.769804","-121.772106","1327","2023-11-24T09:51:29.397-0800","18.08","72","10.02","","","","","",""
"733","46.769896","-121.771412","1331","2023-11-24T09:51:32.396-0800","17.74","84","9.97","","","","","",""
"734","46.769950","-121.770957","1333","2023-11-24T09:51:34.397-0800","17.83","71","9.98","","","","","",""
"735","46.770174","-121.770328","1337","2023-11-24T09:51:37.397-0800","17.76","62","10.12","","","","","",""
"736","46.770421","-121.769732","1341","2023-11-24T09:51:40.396-0800","17.66","55","10.29","","","","","",""
"737","46.770612","-121.769361","1343","2023-11-24T09:51:42.397-0800","18.12","53","10.21","","","","","",""
"738","46.770885","-121.768754","1346","2023-11-24T09:51:45.395-0800","18.68","62","10.01","","","","","",""
"739","46.771030","-121.768307","1348","2023-11-24T09:51:47.396-0800","18.77","67","10.00","","","","","",""
"740","46.771154","-121.767849","1350","2023-11-24T09:51:49.397-0800","18.99","68","9.98","","","","","",""
"741","46.771382","-121.767171","1354","2023-11-24T09:51:52.397-0800","19.56","59","9.98","","","","","",""
"742","46.771706","-121.766592","1357","2023-11-24T09:51:55.396-0800","17.87","38","9.99","","","","","",""
"743","46.771986","-121.766382","1358","2023-11-24T09:51:57.396-0800","17.41","20","10.01","","","","","",""
"744","46.772295","-121.766252","1360","2023-11-24T09:51:59.396-0800","18.02","19","10.04","","","","","",""
"745","46.772591","-121.766071","1362","2023-11-24T09:52:01.396-0800","18.29","31","10.06","","","","","",""
"746","46.772851","-121.765760","1363","2023-11-24T09:52:03.396-0800","18.87","46","10.09","","","","","",""
"747","46.773163","-121.765165","1365","2023-11-24T09:52:06.397-0800","19.59","55","10.05","","","","","",""
"748","46.773366","-121.764734","1367","2023-11-24T09:52:08.397-0800","19.93","55","10.02","","","","","",""
"749","46.773569","-121.764303","1369","2023-11-24T09:52:10.397-0800","19.35","55","9.98","","","","","",""
"750","46.773860","-121.763708","1371","2023-11-24T09:52:13.397-0800","17.87","49","9.96","","","","","",""
"751","46.774099","-121.763406","1372","2023-11-24T09:52:15.397-0800","17.61","31","9.97","","","","","",""
"752","46.774566","-121.763183","1375","2023-11-24T09:52:18.395-0800","18.63","11","9.99","","","","","",""
"753","46.774903","-121.763104","1376","2023-11-24T09:52:20.396-0800","19.05","10","10.00","","","","","",""
"754","46.775242","-121.763027","1379","2023-11-24T09:52:22.396-0800","19.42","8","9.99","","","","","",""
"755","46.775593","-121.762954","1381","2023-11-24T09:52:24.396-0800","20.02","8","9.99","","","","","",""
"756","46.775951","-121.762867","1383","2023-11-24T09:52:26.397-0800","20.26","11","10.01","","","","","",""
"757","46.776457","-121.762587","1385","2023-11-24T09:52:29.395-0800","20.18","31","10.00","","","","","",""
"758","46.776747","-121.762272","1386","2023-11-24T09:52:31.397-0800","19.71","38","9.98","","","","","",""
"759","46.777020","-121.761947","1388","2023-11-24T09:52:33.397-0800","19.39","38","9.95","","","","","",""
"760","46.777294","-121.761627","1390","2023-11-24T09:52:35.397-0800","19.42","38","9.97","","","","","",""
"761","46.777700","-121.761137","1393","2023-11-24T09:52:38.395-0800","19.61","40","9.98","","","","","",""
"762","46.777951","-121.760775","1393","2023-11-24T09:52:40.397-0800","19.83","51","9.99","","","","","",""
"763","46.778142","-121.760325","1393","2023-11-24T09:52:42.397-0800","20.03","62","9.99","","","","","",""
"764","46.778296","-121.759858","1394","2023-11-24T09:52:44.397-0800","19.31","65","9.98","","","","","",""
"765","46.778442","-121.759121","1395","2023-11-24T09:52:47.396-0800","19.97","84","9.98","","","","","",""
"766","46.778423","-121.758601","1396","2023-11-24T09:52:49.397-0800","19.57","100","9.98","","","","","",""
"767","46.778190","-121.757957","1397","2023-11-24T09:52:52.396-0800","17.59","140","10.00","","","","","",""
"768","46.777903","-121.757817","1398","2023-11-24T09:52:54.397-0800","15.75","179","10.02","","","","","",""
"769","46.777625","-121.757939","1397","2023-11-24T09:52:56.397-0800","14.86","200","7.99","","","","","",""
"770","46.777256","-121.758013","1398","2023-11-24T09:52:59.397-0800","13.73","170","4.91","","","","","",""
"771","46.777029","-121.757861","1399","2023-11-24T09:53:01.397-0800","14.29","150","3.90","","","","","",""
"772","46.776667","-121.757534","1399","2023-11-24T09:53:04.396-0800","16.27","150","3.90","","","","","",""
"773","46.776412","-121.757312","1400","2023-11-24T09:53:06.397-0800","16.59","149","3.90","","","","","",""
"774","46.776050","-121.756974","1403","2023-11-24T09:53:09.397-0800","15.30","141","3.90","","","","","",""
"775","46.775865","-121.756462","1400","2023-11-24T09:53:12.396-0800","14.97","95","3.90","","","","","",""
"776","46.775914","-121.756062","1399","2023-11-24T09:53:14.396-0800","15.68","70","3.90","","","","","",""
"777","46.776103","-121.755465","1402","2023-11-24T09:53:17.396-0800","17.72","64","3.90","","","","","",""
"778","46.776247","-121.755025","1403","2023-11-24T09:53:19.396-0800","18.79","64","3.90","","","","","",""
"779","46.776384","-121.754580","1405","2023-11-24T09:53:21.397-0800","18.54","67","3.90","","","","","",""
"780","46.776474","-121.754115","1409","2023-11-24T09:53:23.397-0800","18.21","82","3.91","","","","","",""
"781","46.776430","-121.753668","1409","2023-11-24T09:53:25.397-0800","17.07","111","3.91","","","","","",""
"782","46.776251","-121.753323","1410","2023-11-24T09:53:27.397-0800","15.88","139","3.94","","","","","",""
"783","46.775992","-121.753175","1409","2023-11-24T09:53:29.397-0800","15.59","169","3.97","","","","","",""
"784","46.775581","-121.753073","1408","2023-11-24T09:53:32.396-0800","14.87","165","3.95","","","","","",""
"785","46.775238","-121.752792","1410","2023-11-24T09:53:35.395-0800","14.76","143","3.90","","","","","",""
"786","46.775014","-121.752525","1408","2023-11-24T09:53:37.397-0800","16.05","141","3.90","","","","","",""
"787","46.774777","-121.752248","1409","2023-11-24T09:53:39.397-0800","17.01","141","3.91","","","","","",""
"788","46.774533","-121.751966","1409","2023-11-24T09:53:41.397-0800","18.04","141","3.98","","","","","",""
"789","46.774270","-121.751662","1410","2023-11-24T09:53:43.397-0800","18.70","141","4.07","","","","","",""
"790","46.773902","-121.751194","1410","2023-11-24T09:53:46.396-0800","17.31","132","4.04","","","","","",""
"791","46.773758","-121.750813","1411","2023-11-24T09:53:48.396-0800","16.11","104","3.95","","","","","",""
"792","46.773766","-121.750396","1412","2023-11-24T09:53:50.397-0800","16.48","77","3.91","","","","","",""
"793","46.773928","-121.749768","1412","2023-11-24T09:53:53.396-0800","17.23","65","3.90","","","","","",""
"794","46.774078","-121.749366","1414","2023-11-24T09:53:55.397-0800","17.43","58","3.90","","","","","",""
"795","46.774355","-121.748810","1416","2023-11-24T09:53:58.395-0800","17.70","52","3.90","","","","","",""
"796","46.774550","-121.748433","1417","2023-11-24T09:54:00.395-0800","17.88","53","3.91","","","","","",""
"797","46.774747","-121.748048","1417","2023-11-24T09:54:02.397-0800","18.66","53","3.92","","","","","",""
"798","46.774951","-121.747650","1418","2023-11-24T09:54:04.397-0800","19.10","52","3.92","","","","","",""
"799","46.775262","-121.747078","1419","2023-11-24T09:54:07.395-0800","17.89","51","3.90","","","","","",""
"800","46.775449","-121.746737","1421","2023-11-24T09:54:09.395-0800","16.22","52","3.90","","","","","",""
"801","46.775618","-121.746408","1422","2023-11-24T09:54:11.397-0800","15.22","54","3.90","","","","","",""
"802","46.775866","-121.745949","1424","2023-11-24T09:54:14.397-0800","15.01","44","3.90","","","","","",""
"803","46.776094","-121.745738","1426","2023-11-24T09:54:16.397-0800","14.99","23","3.90","","","","","",""
"804","46.776372","-121.745663","1427","2023-11-24T09:54:18.397-0800","16.01","4","3.90","","","","","",""
"805","46.776666","-121.745631","1429","2023-11-24T09:54:20.397-0800","16.32","8","3.90","","","","","",""
"806","46.776947","-121.745498","1430","2023-11-24T09:54:22.397-0800","17.07","27","3.90","","","","","",""
"807","46.777178","-121.745221","1432","2023-11-24T09:54:24.397-0800","17.21","46","3.90","","","","","",""
"808","46.777462","-121.744657","1435","2023-11-24T09:54:27.397-0800","17.86","57","3.90","","","","","",""
"809","46.777724","-121.744067","1439","2023-11-24T09:54:30.396-0800","17.64","56","3.90","","","","","",""
"810","46.777897","-121.743688","1441","2023-11-24T09:54:32.396-0800","16.96","56","3.90","","","","","",""
"811","46.778126","-121.743167","1446","2023-11-24T09:54:35.397-0800","14.39","57","3.90","","","","","",""
"812","46.778281","-121.742903","1447","2023-11-24T09:54:37.397-0800","12.72","38","3.90","","","","","",""
"813","46.778582","-121.742877","1446","2023-11-24T09:54:40.397-0800","10.97","334","3.90","","","","","",""
